57,71
53,87
49,93
49,93
47,92
47,92
47,92
47,92
47,92
47,92
47,92
47,92
47,92
47,92
47,92
47,92
47,92
46,90
46,90
50,87
50,92
50,92
50,92
50,92
50,96
50,96
52,98
51,102
51,102
44,114
44,114
40,128
40,128
40,128
40,128
37,135
37,135
38,146
38,146
38,149
38,149
38,149
38,149
38,149
38,149
38,149
38,149
38,149
38,151
37,166
37,166
37,166
37,166
37,166
37,166
30,166
-78,224
-66,218
-66,218
-66,218
-51,211
-51,211
-40,202
-40,202
-30,193
-30,193
-30,193
-19,183
-19,183
-19,183
-19,183
-8,173
-8,173
-8,173
5,165
5,165
19,163
34,165
34,165
34,165
34,165
34,165
34,165
34,165
34,165
34,165
43,168
43,168
43,168
59,172
59,172
59,172
76,177
76,177
76,177
76,177
76,177
77,178
77,178
75,190
88,235
88,235
97,258
97,258
97,258
109,279
112,302
112,302
112,302
98,347
98,347
97,375
96,401
72,462
70,467
70,467
75,592
75,592
70,581
70,581
70,581
64,568
65,552
65,552
66,534
66,534
66,534
67,517
66,504
66,504
66,504
67,478
67,478
67,478
68,465
68,465
68,465
68,465
85,427
94,405
94,405
96,382
96,382
97,358
97,358
97,334
97,334
97,334
105,312
105,312
105,312
100,267
100,267
100,267
90,243
90,243
90,243
90,243
81,220
81,220
81,220
68,182
68,182
68,182
68,182
68,182
67,176
67,176
67,176
67,176
62,174
62,174
62,174
47,170
40,168
40,168
40,168
33,166
33,166
7,166
7,166
7,166
-8,174
-75,223
-75,223
-45,207
-34,197
-34,197
-34,197
-34,197
-25,189
-25,189
-25,189
-14,178
-14,178
1,168
1,168
16,164
16,164
16,164
29,165
34,166
34,166
34,166
34,166
36,166
37,158
37,157
37,157
37,157
37,157
37,157
37,157
37,157
37,157
37,149
37,149
38,136
38,136
38,136
40,128
40,128
40,128
43,115
43,115
43,115
43,115
49,103
49,103
49,103
58,94
58,94
58,94
59,90
59,90
59,90
56,81
56,81
56,81
57,72
63,65
68,61
68,61
68,61
73,59
73,59
73,59
82,56
93,54
97,53
97,53
97,53
97,53
97,53
99,53
99,53
107,54
125,58
131,62
141,71
141,71
141,71
141,73
141,73
141,73
139,81
139,81
123,86
123,86
123,86
115,85
115,85
109,94
109,94
109,94
109,94
101,101
101,101
101,101
101,101
98,111
98,111
98,111
98,111
92,111
92,111
92,111
92,111
81,106
74,107
72,107
72,107
72,107
72,107
70,107
70,107
70,107
70,107
61,109
61,109
61,109
52,107
52,107
52,107
52,107
49,106
49,106
49,106
51,101
51,101
57,95
57,95
57,95
58,91
58,91
56,81
56,81
56,81
51,78
51,78
51,78
51,78
44,71
44,71
44,71
44,63
44,63
45,56
45,56
45,56
46,48
46,48
46,48
47,42
47,42
47,42
47,42
49,30
49,30
34,34
34,34
24,46
24,46
24,46
19,54
19,54
19,54
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
13,55
13,55
17,53
17,53
17,53
17,53
26,44
26,44
36,33
36,33
36,33
61,31
61,31
65,31
65,31
65,31
73,25
73,25
73,25
82,17
82,17
82,17
89,15
89,15
89,15
89,20
89,20
89,20
78,21
78,21
78,21
78,21
77,21
77,21
77,21
77,21
70,27
70,27
54,47
54,47
54,47
54,47
51,57
51,62
51,62
51,62
51,62
51,64
51,64
51,65
51,65
51,65
51,65
51,65
51,65
51,65
51,65
51,65
51,65
51,65
51,66
51,66
51,66
51,66
51,66
51,66
52,67
52,67
52,67
52,67
52,67
52,67
53,69
53,69
53,69
54,69
54,69
54,69
54,69
54,69
54,69
55,69
55,69
55,69
55,69
57,70
59,68
59,68
64,63
79,57
87,55
97,53
97,53
103,53
103,53
110,54
119,56
126,59
126,59
138,68
138,68
138,68
138,68
141,72
141,72
141,72
141,78
141,78
124,86
124,86
116,85
116,85
116,85
110,92
110,92
110,92
102,100
102,100
102,100
102,100
98,108
98,108
98,108
94,112
94,112
85,107
85,107
85,107
85,107
76,106
76,106
76,106
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
72,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
65,107
65,107
65,107
57,109
57,109
57,109
57,109
57,109
50,106
50,106
50,106
50,106
50,105
50,105
50,105
50,105
53,100
53,100
59,93
59,93
56,84
56,84
56,84
56,84
45,77
45,77
45,77
45,77
44,77
44,77
44,77
44,77
44,74
44,74
44,74
44,65
44,65
45,55
46,48
46,48
46,48
46,48
46,46
47,42
47,42
47,42
47,42
48,32
48,32
48,27
39,30
39,30
31,37
31,37
31,37
31,37
24,45
24,45
24,45
20,52
20,52
20,52
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
13,55
13,55
13,55
23,48
23,48
32,35
32,35
46,28
46,28
46,28
46,28
63,33
67,29
67,29
76,22
76,22
93,54
97,53
97,53
97,53
97,53
97,53
97,53
98,54
107,54
107,54
115,55
115,55
120,56
120,56
127,59
127,59
130,61
130,61
130,61
134,64
134,64
134,64
141,71
141,71
141,71
141,71
141,71
141,77
141,77
141,77
141,77
133,85
133,85
124,86
124,86
124,86
117,85
117,85
111,91
103,99
103,99
103,99
99,106
99,106
99,106
95,113
84,107
84,107
84,107
84,107
71,107
71,107
71,107
71,107
71,107
