93,54
97,53
97,53
97,53
97,53
97,53
97,53
98,54
107,54
107,54
115,55
115,55
120,56
120,56
127,59
127,59
130,61
130,61
130,61
134,64
134,64
134,64
141,71
141,71
141,71
141,71
141,71
141,77
141,77
141,77
141,77
133,85
133,85
124,86
124,86
124,86
117,85
117,85
111,91
103,99
103,99
103,99
99,106
99,106
99,106
95,113
84,107
84,107
84,107
84,107
71,107
71,107
71,107
71,107
71,107
71,107
71,107
62,108
62,108
49,105
49,105
49,105
53,99
53,99
59,94
59,94
56,86
56,86
54,78
54,78
54,78
45,77
45,77
45,77
44,63
45,52
46,46
46,46
46,46
46,46
46,46
46,46
46,46
47,39
47,39
49,28
49,28
49,28
49,28
47,28
47,28
47,28
47,28
47,28
36,32
36,32
36,32
36,32
20,51
20,51
20,51
15,56
15,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
12,55
12,55
12,55
17,52
17,52
17,52
17,52
27,42
27,42
52,27
52,27
52,27
62,32
62,32
62,32
71,25
71,25
71,25
81,17
81,17
81,17
81,17
81,17
88,15
88,15
80,21
80,21
80,21
80,21
79,21
79,21
79,21
79,21
79,21
79,21
79,21
79,21
75,22
75,22
75,22
66,29
66,29
66,29
57,39
57,39
50,64
50,64
50,64
50,64
53,69
53,69
54,70
54,70
55,70
55,70
55,70
56,70
56,70
56,70
67,62
76,58
84,56
97,53
97,53
97,53
97,53
97,53
103,54
103,54
111,54
111,54
120,56
120,56
124,58
124,58
125,58
125,58
131,61
131,61
131,61
141,71
141,71
141,71
141,71
141,71
140,79
140,79
130,85
124,85
124,85
124,85
124,85
116,84
116,84
116,84
116,84
110,93
110,93
104,99
104,99
103,99
103,99
99,105
99,105
99,105
96,113
96,113
96,113
85,107
85,107
85,107
60,109
60,109
49,105
49,105
49,105
49,105
49,105
49,105
49,105
51,100
56,80
56,80
49,78
49,78
49,78
43,75
43,75
43,75
44,66
44,66
44,66
45,55
45,55
46,47
46,47
46,47
46,47
46,47
46,46
47,42
47,42
47,42
49,29
49,29
49,29
49,29
47,27
47,27
47,27
35,32
35,32
35,32
25,44
25,44
25,44
20,53
20,53
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
13,54
13,54
13,54
13,54
20,50
20,50
20,50
20,50
38,31
38,31
38,31
88,14
89,19
89,19
79,21
79,21
79,21
75,22
75,22
75,22
66,29
66,29
66,29
57,39
57,39
50,64
50,64
50,64
55,70
55,70
55,70
56,70
56,70
60,69
66,62
66,62
66,62
67,62
69,61
75,58
75,58
75,58
77,57
77,57
87,55
97,53
97,53
97,53
97,53
97,53
97,53
103,54
103,54
114,55
125,58
125,58
125,58
125,59
125,59
125,59
132,63
140,71
140,71
140,71
140,71
140,71
140,71
140,71
140,71
141,78
141,78
132,85
132,85
132,85
122,85
122,85
122,85
115,85
115,85
108,95
108,95
108,95
99,104
99,104
99,104
96,113
96,113
75,107
62,108
62,108
62,108
49,105
49,105
49,105
49,105
49,105
49,105
49,105
49,105
49,105
55,97
55,97
59,94
58,90
56,80
50,78
50,78
50,78
44,67
44,67
45,57
45,57
46,46
46,46
46,46
46,46
46,46
46,46
46,46
48,38
48,38
48,38
49,28
49,28
49,28
33,34
33,34
24,46
24,46
20,54
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
13,55
13,55
13,55
13,55
28,40
28,40
28,40
28,40
39,30
39,30
39,30
39,30
53,27
53,27
53,27
74,23
74,23
84,15
84,15
86,21
78,21
78,21
78,21
78,21
72,25
72,25
72,25
62,34
62,34
50,59
50,59
56,71
56,71
56,71
59,69
59,69
59,69
66,62
75,58
94,54
94,54
94,54
99,52
107,51
110,53
110,53
109,54
109,54
109,54
109,54
99,54
99,54
99,54
87,55
87,55
87,55
87,55
87,55
75,58
75,58
75,58
65,63
65,63
65,63
57,71
